type produit;numero AMM;nom produit;type culture libelle;dose min par apport;dose min par apport unite;dose max par apport;dose max par apport unite;stade cultural min (BBCH);stade cultural max (BBCH);etat usage;saison application min;saison application max;saison application min commentaire;saison application max commentaire; date decision;culture commentaire;
MFSC;1171291;TAIKYU;Autres;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;Cultures industrielles;
MFSC;1171291;TAIKYU;;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;Betteraves et tubercules;
MFSC;1171291;TAIKYU;Autres;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;;
MFSC;1171291;TAIKYU;Autres;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;;
MFSC;1171291;TAIKYU;Autres;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;Haricot vert;
MFSC;1171291;TAIKYU;Autres;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;Haricots et pois;
MFSC;1171291;TAIKYU;Autres;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;;
MFSC;1171291;TAIKYU;Autres;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;;
MFSC;1171291;TAIKYU;Autres;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;;
MFSC;1171291;TAIKYU;Autres;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;;
MFSC;1171291;TAIKYU;Grandes cultures;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;;
MFSC;1171291;TAIKYU;Grandes cultures;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;;
MFSC;1171291;TAIKYU;Grandes cultures;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;;
MFSC;1171291;TAIKYU;Grandes cultures;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;;
MFSC;1171291;TAIKYU;Autres;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;;
MFSC;1171291;TAIKYU;Autres;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;;
MFSC;1171291;TAIKYU;Autres;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;;
MFSC;1171291;TAIKYU;Autres;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;;
MFSC;1171291;TAIKYU;Autres;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;Coton;
MFSC;1171291;TAIKYU;Autres;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;Baies et petits fruits;
MFSC;1171291;TAIKYU;Autres;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;;
MFSC;1171291;TAIKYU;Autres;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;Cultures subtropicales;
MFSC;1171291;TAIKYU;Autres;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;Cultures hydroponiques;
MFSC;1171291;TAIKYU;Cultures ornementales;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;;
MFSC;1171291;TAIKYU;Autres;0.5;kg/ha;2.0;kg/ha;;;Autorisé;;;Pulvérisation foliaire après dilution dans l'eau ou ferti-irrigation.  24 à 48 heures avant le stress abiotique;;09/03/2018;Arbustes;
MFSC;1180762;FERTIACTYL CAP'PHOS;Grandes cultures;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Printemps Dès stade 2 à 4 feuilles;;21/11/2018;;
MFSC;1180762;FERTIACTYL CAP'PHOS;Grandes cultures;3.0;L/ha;3.0;L/ha;;;Autorisé;;;Printemps Dès stade 3 feuilles puis tallage;;21/11/2018;orge de printemps;
MFSC;1180762;FERTIACTYL CAP'PHOS;Grandes cultures;3.0;L/ha;3.0;L/ha;;;Autorisé;;;Automne / Printemps Dès stade 3 feuilles puis tallage;;21/11/2018;Céréales d'hiver à paille;
MFSC;1180762;FERTIACTYL CAP'PHOS;Grandes cultures;3.0;L/ha;3.0;L/ha;;;Autorisé;;;Automne Stade de l'émergence puis dès stade 4 à 6 feuilles;;21/11/2018;;
MFSC;1180762;FERTIACTYL CAP'PHOS;Grandes cultures;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Printemps Dès stade 5 cm;;21/11/2018;Haricots, soja et protéagineux;
MFSC;1180762;FERTIACTYL CAP'PHOS;Grandes cultures;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Printemps Dès stade 3 cm;;21/11/2018;;
MFSC;1180762;FERTIACTYL CAP'PHOS;Grandes cultures;5.0;L/ha;5.0;L/ha;;;Autorisé;;;Printemps Dès stade 4 feuilles;;21/11/2018;Betteraves;
MFSC;1180762;FERTIACTYL CAP'PHOS;Grandes cultures;4.0;L/ha;8.0;L/ha;;;Autorisé;;;Printemps 100 % émergence ou 90 % émergence et 15 jours après la 1ère application;;21/11/2018;;
MFSC;1180762;FERTIACTYL CAP'PHOS;Cultures maraîchères;5.0;L/ha;10.0;L/ha;;;Autorisé;;;Automne / Printemps Repiquage (jeunes plants) ou repiquage (jeunes plants) puis 15 jours après la 1ère application;;21/11/2018;;
MFSC;1190279;CODAMIN RADICULAR;Cultures ornementales;2.0;L/ha;3.0;L/ha;;;Autorisé;;;En fractionnement dès le début de la plantation;;16/05/2019;;
MFSC;1190279;CODAMIN RADICULAR;Arboriculture fruitière et vigne;20.0;L/ha;40.0;L/ha;;;Autorisé;;;En fractionnement dès le début de la germination et pendant le développement du fruit;;16/05/2019;Arbres fruitiers;
MFSC;1190279;CODAMIN RADICULAR;Cultures maraîchères;4.0;L/ha;8.0;L/ha;;;Autorisé;;;Dès les premières étapes de la culture;;16/05/2019;plein champ;
MFSC;1190279;CODAMIN RADICULAR;Cultures maraîchères;5.0;L/ha;10.0;L/ha;;;Autorisé;;;Dès les premières étapes de la culture;;16/05/2019;sous serre;
MFSC;1180003;HELES;Cultures légumières;0.5;kg/ha;1.0;kg/ha;;;Autorisé;Au semis;;;;04/05/2018;Cultures légumières racines en plein (carotte, betterave, radis);
MFSC;1180003;HELES;Cultures légumières;0.5;kg/ha;1.0;kg/ha;;;Autorisé;Au semis;;;;04/05/2018;Cultures légumières bulbes en plein (oignon,ail,échalote);
MFSC;1180003;HELES;Grandes cultures;0.5;kg/ha;1.0;kg/ha;;;Autorisé;Au semis;;;;04/05/2018;Pomme de terre;
MFSC;1180003;HELES;Arboriculture fruitière et vigne;0.5;kg/ha;1.0;kg/ha;;;Autorisé;;;Chute des feuilles. Début de la période de végétation.;;21/02/2020;arboriculture fruitière;
MFSC;1180003;HELES;Grandes cultures;0.5;kg/ha;1.0;kg/ha;;;Autorisé;;;Au semis ou après le semis ou après la récolte;;21/02/2020;céréales, oléagineux et protéagineux;
MFSC;1180003;HELES;Autres;0.5;kg/ha;1.0;kg/ha;;;Autorisé;;;Au semis A la fin de la période de végétation et à la reprise de la végétation;;21/02/2020;petits fruits (baies);
MFSC;1180003;HELES;;0.5;kg/ha;1.0;kg/ha;;;Autorisé;;;A la chute des feuilles Au début de la période de végétation;;21/02/2020;;
MFSC;1200292;ACTIVPLANT' 7-3-5+;Cultures ornementales;7.0;mL/L;14.0;mL/L;;;Autorisé;;;En période de croissance;;27/05/2020;apport = 1 fois/semaine Arrosage avec le produit dilué (sol, pot, support de culture);
MFSC;1200291;ACTIVPLANT' 7-3-5;Cultures ornementales;7.0;mL/L;14.0;mL/L;;;Autorisé;;;En période de croissance;;27/05/2020;apport = 1 fois/semaine Arrosage avec le produit dilué (sol, pot, support de culture);
MFSC;1200289;ACTIVPLANT' 5-3-7;Cultures ornementales;7.0;mL/L;14.0;mL/L;;;Autorisé;;;En période de croissance.;;27/05/2020;apport = 1 fois/semaine Arrosage avec le produit dilué (sol, pot, support de culture);
MFSC;1190712;KAOUA START;Grandes cultures;3.0;L/ha;5.0;L/ha;;;Autorisé;;;du stade 3 feuilles au stade épi 1 cm (BBCH 13-30);;18/10/2019;;
MFSC;1190712;KAOUA START;Grandes cultures;3.0;L/ha;5.0;L/ha;;;Autorisé;;;au stade 4-6 feuilles (BBCH 14-16);;18/10/2019;;
MFSC;1190712;KAOUA START;Grandes cultures;3.0;L/ha;5.0;L/ha;;;Autorisé;;;au stade rosette B1 - B2 (BBCH 30-31);;18/10/2019;;
MFSC;1190712;KAOUA START;Grandes cultures;3.0;L/ha;3.0;L/ha;;;Autorisé;;;au stade 5-6 cm (BBCH 15-17);;18/10/2019;;
MFSC;1190712;KAOUA START;Cultures maraîchères;3.0;L/ha;3.0;L/ha;;;Autorisé;;;de 10 jours après plantation ou repiquage au stade 4-6 feuilles;;18/10/2019;;
MFSC;1190712;KAOUA START;;10.0;L/ha;10.0;L/ha;;;Autorisé;;;à l'initiation des tubercules (BBCH 40);;18/10/2019;plants;
MFSC;1190712;KAOUA START;;5.0;L/ha;5.0;L/ha;;;Autorisé;;;à partir du grossissement des tubercules (BBCH 45);;18/10/2019;;
MFSC;1190712;KAOUA START;Autres;5.0;L/ha;5.0;L/ha;;;Autorisé;;;à partir du stade 4-6 feuilles (BBCH 14-16);;18/10/2019;Betterave;
MFSC;9010018;BIODOZ SOJA STABILISE;Traitement des semences;400.0;g inoculum / ha;400.0;g inoculum / ha;;;Autorisé;;;;;;Semences de soja;
MFSC;1180798;CORNACTYL;;7.0;L/ha;7.0;L/ha;;;Autorisé;;;Printemps : appliquer dès le stade 2 à 4 feuilles.;;06/12/2018;;
MFSC;1190425;FREE N 25;Autres;2.5;L/ha;2.5;L/ha;;;Autorisé;;;Du semis ou de la plantation jusqu'à la montaison;;22/07/2019;Pulvérisation au sol;
MFSC;1171286;MICROCAT CALCIUM;;2.0;L/ha;3.0;L/ha;;;Autorisé;;;Dès la préfloraison;;24/01/2018;Pulvérisation foliaire;
MFSC;1171286;MICROCAT CALCIUM;Cultures légumières;2.0;L/ha;3.0;L/ha;;;Autorisé;;;Le long du cycle végétatif;;24/01/2018;Légumes et vergers Pulvérisation foliaire;
MFSC;1171286;MICROCAT CALCIUM;Autres;1.0;L/ha;1.5;L/ha;;;Autorisé;;;Le long du cycle végétatif;;24/01/2018;Hydroponie  Pulvérisation foliaire;
MFSC;1171286;MICROCAT CALCIUM;Grandes cultures;1.0;L/ha;1.5;L/ha;;;Autorisé;;;Le long du cycle végétatif;;24/01/2018;Pulvérisation foliaire;
MFSC;1171286;MICROCAT CALCIUM;Cultures ornementales;1.0;L/ha;1.5;L/ha;;;Autorisé;;;Le long du cycle végétatif;;24/01/2018;Pulvérisation foliaire;
MFSC;1150023;MYKE PRO POMME DE TERRE L;Grandes cultures;237.5;g inoculum / ha;237.5;g inoculum / ha;;;Autorisé;Avant implantation;A la plantation;par humectage des plants;dans la raie de plantation;09/08/2016;Dose correspondant à 2,49.10^6 spores/ha;
MFSC;1180799;MAXIFRUIT;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;Printemps : appliquer en fin de floraison puis 15 jours après;;06/12/2018;abricot, pêche et cerise;
MFSC;1180799;MAXIFRUIT;;2.5;L/ha;2.5;L/ha;;;Autorisé;;;Printemps : appliquer au stade pré-floraison puis au stade nouaison;;06/12/2018;olive;
MFSC;1180799;MAXIFRUIT;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;Printemps : appliquer avant la floraison, à la chute des pétales puis 15 jours après;;06/12/2018;;
MFSC;1180799;MAXIFRUIT;;2.5;L/ha;2.5;L/ha;;;Autorisé;;;Printemps : appliquer à la chute des pétales puis 8 jours après la première application;;06/12/2018;;
MFSC;1180799;MAXIFRUIT;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;Printemps : appliquer avant floraison puis à la chute des pétales puis 15 jours après;;06/12/2018;;
MFSC;1180799;MAXIFRUIT;;3.0;L/ha;3.0;L/ha;;;Autorisé;;;Printemps : appliquer avant floraison (grappes 5-10 cm) puis au stade nouaison;;06/12/2018;;
MFSC;1180799;MAXIFRUIT;;2.0;L/ha;2.0;L/ha;;;Autorisé;;;Printemps : appliquer avant la floraison (grappes 5-10 cm) puis au stade nouaison puis au stade fruit à 5 mm;;06/12/2018;Vigne grappe;
MFSC;1180799;MAXIFRUIT;Cultures maraîchères;3.0;L/ha;3.0;L/ha;;;Autorisé;;;Printemps : appliquer au stade induction florale (avant apparition de la 1ère tête) puis stade tête formée puis au stade grossissement de la tête.;;06/12/2018;;
MFSC;1180799;MAXIFRUIT;Cultures maraîchères;3.0;L/ha;3.0;L/ha;;;Autorisé;;; Printemps : appliquer au stade induction florale (avant apparition de la 1ère tête) puis stade tête formée puis au stade grossissement de la tête.;;06/12/2018;;
