type produit;numero AMM;nom produit;Composition;Revendication;Dénomination de classe;
MFSC;1200292;ACTIVPLANT' 7-3-5+;Acides humiques et fulviques issus de la léonardite (Min: 1.0 %, Max: 1.0 %)  | Azote (N) total (Min: 7.0 %, Max: 7.0 %)  | Anhydride phosphorique (Min: 3.0 %, Max: 3.0 %)  | Oxyde de potassium (K2O)  (Min: 5.0 %, Max: 5.0 %)  | Fer (Fe) chélaté DTPA (Min: 0.06 %, Max: 0.06 %)  | Manganèse (Mn) chélaté EDTA (Min: 0.01 %, Max: 0.01 %)  | Cuivre (Cu) chélaté EDTA (Min: 0.0020 %, Max: 0.0020 %)  | Zinc (Zn) chélaté EDTA (Min: 0.0020 %, Max: 0.0020 %)  | Molybdène (Mo) (Min: 0.0010 %, Max: 0.0010 %)  | pH (Min: 6.0 , Max: 6.0 ) ;Matière sèche (Min: 24.0 %, Max: 26.0 %)  | Matière organique (Min: 15.0 %, Max: 20.0 %)  | Carbone des acides humiques (Min: 6.0 %, Max: 9.0 %)  | Carbone des acides fulviques (Min: 1.5 %, Max: 2.5 %)  | pH (Min: 13.0 , Max: 13.0 ) ;Matière fertilisante;
MFSC;1200291;ACTIVPLANT' 7-3-5;Acides humiques et fulviques issus de la léonardite (Min: 1.0 %, Max: 1.0 %)  | Azote (N) total (Min: 7.0 %, Max: 7.0 %)  | Anhydride phosphorique (Min: 3.0 %, Max: 3.0 %)  | Oxyde de potassium (K2O)  (Min: 5.0 %, Max: 5.0 %)  | Fer (Fe) chélaté DTPA (Min: 0.03 %, Max: 0.03 %)  | Manganèse (Mn) chélaté EDTA (Min: 0.01 %, Max: 0.01 %)  | Cuivre (Cu) chélaté EDTA (Min: 0.0020 %, Max: 0.0020 %)  | Zinc (Zn) chélaté EDTA (Min: 0.0020 %, Max: 0.0020 %)  | Molybdène (Mo) (Min: 0.0010 %, Max: 0.0010 %)  | pH (Min: 6.0 , Max: 6.0 ) ;Matière sèche (Min: 24.0 %, Max: 26.0 %)  | Matière organique (Min: 15.0 , Max: 20.0 )  | Carbone des acides humiques (Min: 6.0 %, Max: 9.0 %)  | Carbone des acides fulviques (Min: 1.5 %, Max: 2.5 %)  | pH (Min: 13.0 , Max: 13.0 ) ;Matière fertilisante;
MFSC;1200289;ACTIVPLANT' 5-3-7;Acides humiques et fulviques issus de la léonardite (Min: 1.0 %, Max: 1.0 %)  | Azote (N) total (Min: 5.0 %, Max: 5.0 %)  | Anhydride phosphorique (Min: 3.0 %, Max: 3.0 %)  | Oxyde de potassium (K2O)  (Min: 7.0 %, Max: 7.0 %)  | Fer (Fe) chélaté DTPA (Min: 0.03 %, Max: 0.03 %)  | Manganèse (Mn) chélaté EDTA (Min: 0.01 %, Max: 0.01 %)  | Cuivre (Cu) chélaté EDTA (Min: 0.0020 %, Max: 0.0020 %)  | Zinc (Zn) chélaté EDTA (Min: 0.0020 %, Max: 0.0020 %)  | Molybdène (Mo) (Min: 0.0010 %, Max: 0.0010 %)  | pH (Min: 6.0 , Max: 6.0 ) ;Matière sèche (Min: 24.0 %, Max: 26.0 %)  | Matière organique (Min: 15.0 %, Max: 20.0 %)  | Carbone des acides humiques (Min: 6.0 %, Max: 9.0 %)  | Carbone des acides fulviques (Min: 1.5 %, Max: 2.5 %)  | pH (Min: 13.0 , Max: 13.0 ) ;Matière fertilisante;
MFSC;1190712;KAOUA START;Matière séche (Min: 48.0 %, Max: 48.0 %)  | Azote (N) total (Min: 3.6 %, Max: 3.6 %)  | Anhydride phosphorique (Min: 27.5 %, Max: 27.5 %)  | Zinc (Zn) (Min: 6.5 %, Max: 6.5 %)  | Acides aminés libres (Min: 0.8 %, Max: 0.8 %)  | pH (Min: 2.2 , Max: 2.2 ) ;Carbone organique (CO) (Min:  , Max:  ) ;Matière fertilisante;
MFSC;9010018;BIODOZ SOJA STABILISE;;;Matière fertilisante;
MFSC;1180798;CORNACTYL;Azote total (Min: 10.0 %, Max: 10.0 %)  | Azote uréique (Min: 10.0 %, Max: 10.0 %)  | Anhydride phosphorique (Min: 5.0 %, Max: 5.0 %)  | Oxyde de potassium (K2O)  (Min: 7.0 %, Max: 7.0 %)  | Zinc chélaté (Min: 1.0 %, Max: 1.0 %)  | pH (Min: 8.5 , Max: 8.5 ) ;;Matière fertilisante;
MFSC;1190425;FREE N 25;Azotobacter chroococcum (Min: 800000000 UFC/mL, Max: 800000000 UFC/mL) ;;Préparation bactérienne;
MFSC;1171286;MICROCAT CALCIUM;Oxyde de calcium (CaO) (Min: 8.0 %, Max: 8.0 %)  | Acides aminés libres (Min: 2.0 %, Max: 2.0 %)  | Azote total (Min: 5.2 %, Max: 5.2 %)  | Azote organique (Min: 0.5 %, Max: 0.5 %)  | Azote nitrique (Min: 4.7 %, Max: 4.7 %)  | pH (Min: 5.0 , Max: 5.0 ) ;;Matière fertilisante;
MFSC;1150023;MYKE PRO POMME DE TERRE L;Glomus intraradices souche Pont rouge (DAOM 181602) (Min: 10500.0 spores/mL, Max:  )  | Masse volumique (Min: 1.0 g/mL, Max: 1.0 g/mL) ;;Préparation fongique en suspension;
MFSC;1180799;MAXIFRUIT;Azote total (Min: 3.0 %, Max: 3.0 %)  | Azote uréique (Min: 3.0 %, Max: 3.0 %)  | Anhydride phosphorique (Min: 7.0 %, Max: 7.0 %)  | Oxyde de potassium (K2O)  (Min: 7.0 %, Max: 7.0 %)  | Manganèse chélaté (Min: 0.05 %, Max: 0.05 %)  | Zinc chélaté (Min: 0.1 %, Max: 0.1 %)  | pH (Min: 11.3 , Max: 11.3 ) ;;Matière fertilisante;
MFSC;1150020;MAMSSV;Matière séche (Min: 90.0 %, Max: 90.0 %)  | Matières organiques (Min: 80.0 %, Max: 80.0 %)  | Mannose (Min: 5000.0 mg/100 g, Max: 5000.0 mg/100 g) ;;Additif agronomique;
MFSC;1140007;RHIZOVITAL 42;;;Stimulateur de croissance des plantes;
MFSC;1190004;RHIZOVITAL JARDIN;Bacillus amyloliquefaciens FZB 42 (Min: 5000000000 spores/mL, Max: 5000000000 spores/mL) ;;Matière fertilisante;
MFSC;1190128;STERCOSUL 12-0-026S;Azote ammoniacal (Min: 12.0 %, Max: 12.0 %)  | Anhydride sulfurique (SO3) total soluble dans l'eau (Min: 64.0 %, Max: 64.0 %)  | Soufre élémentaire (S) (Min: 26.0 %, Max: 26.0 %) ;pH (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1180374;DEMETIAS;Acide glutamique (Min: 1090.0 mg/kg, Max: 1090.0 mg/kg)  | Matières organiques (Min: 40.0 % MB, Max: 40.0 % MB)  | Matière séche (Min: 43.0 % MB, Max: 43.0 % MB)  | Acide 3 indol, acétique (Min: 3.7 mg/kg, Max: 3.7 mg/kg) ;;Matière fertilisante;
MFSC;1180764;FERTIACTYL  TEMPO;Azote total (Min: 11.0 %, Max: 11.0 %)  | Azote uréique (Min: 11.0 %, Max: 11.0 %)  | Oxyde de potassium (K2O)  (Min: 7.0 %, Max: 7.0 %)  | Bore (B) (Min: 0.5 %, Max: 0.5 %)  | Zinc chélaté (Min: 0.5 %, Max: 0.5 %)  | pH (Min: 10.6 , Max: 10.6 ) ;Carbone organique (Min:  , Max:  )  | Substances humiques (Min:  , Max:  )  | Acide aminé (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1200438;EXPONAN;Filtrat d'algue Ascophyllum nodosum (GA 142) (Min: 21.0 %, Max: 21.0 %)  | Anhydride phosphorique (Min: 26.27 %, Max: 26.27 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 5.0 %, Max: 5.0 %)  | pH (Min: 1.0 , Max: 1.0 ) ;Mannitol (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1200437;FOLICAL;Filtrat d'algue Ascophyllum nodosum (GA 142) (Min: 10.0 %, Max: 10.0 %)  | Oxyde de calcium (CaO) (Min: 15.0 %, Max: 15.0 %)  | pH (Min: 1.5 , Max: 1.5 ) ;Mannitol (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1170318;OXSOL;Lactobacillus rhamnosus et farciminis (Min: 1000000000 UFC/kg, Max: 1000000000 UFC/kg) ;;Stimulateur de croissance des plantes;
MFSC;1200155;PHYSIOLITH GRANULE;Oxyde de calcium (CaO) total (Min: 36.0 %, Max: 36.0 %)  | Oxyde de magnésium (MgO) total (Min: 1.0 %, Max: 1.0 %)  | Extraits d'algues et extraits végétaux (Min: 1.5 %, Max: 1.5 %)  | Valeur neutralisante (Min: 37.0 , Max: 37.0 )  | pH (Min: 9.0 , Max: 9.0 ) ;;Amendement minéral basique;
MFSC;1190005;CYBELION;Matière séche (Min: 27.0 %, Max: 27.0 %)  | Carbone organique (C) (Min: 15.0 %, Max: 15.0 %) ;;;
MFSC;1190023;KSC VI PHYT-ACTYL;Azote total (Min: 14.0 %, Max: 14.0 %)  | Azote ammoniacal (Min: 13.0 %, Max: 13.0 %)  | Azote nitrique (Min: 1.0 %, Max: 1.0 %)  | Anhydride phosphorique (P2O5) soluble dans les acides minéraux (Min: 12.0 %, Max: 12.0 %)  | Oxyde de potassium (K2O)  (Min: 14.0 %, Max: 14.0 %)  | Anhydride sulfurique (SO3) total soluble dans l'eau (Min: 35.0 %, Max: 35.0 %)  | Bore (B) total (Min: 0.1 %, Max: 0.1 %)  | Cuivre (Cu) (Min: 0.1 %, Max: 0.1 %)  | Fer (Fe) (Min: 0.1 %, Max: 0.1 %)  | Manganèse (Mn) (Min: 0.1 %, Max: 0.1 %)  | Zinc (Zn) (Min: 0.1 %, Max: 0.1 %)  | Extrait d'algues (Min: 0.7 %, Max: 0.7 %)  | pH (Min: 6.2 , Max: 6.2 ) ;;Matière fertilisante;
MFSC;1200303;TRIATHLON;Maltodextrine (Min: 98.0 %, Max: 98.0 %)  | Trichoderma harzanium souche THM308 (Min: 1000000.0 UFC/g, Max: 1000000.0 UFC/g) ;;Additif agronomique | Préparation fongique;
MFSC;1180454;SMARTFOIL;Carbone organique (C) (Min: 16.9 % MB, Max: 16.9 % MB)  | Azote total (Min: 1.1 % MB, Max: 1.1 % MB)  | Matière séche (Min: 51.0 % MB, Max: 51.0 % MB)  | Oxyde de potassium (Min: 9.0 % MB, Max: 9.0 % MB) ;;Matière fertilisante;
MFSC;1171131;WHITE PROTECT;Matière séche (Min: 90.0 % MB, Max: 90.0 % MB)  | Dioxyde de Silicium (SiO2) (Min: 52.0 % MB, Max: 52.0 % MB)  | Oxyde de magnésium (MgO) (Min: 30.0 % MB, Max: 30.0 % MB)  | Oxyde d'Aluminium (Al2O3) (Min: 5.0 % MB, Max: 5.0 % MB)  | Indice de blancheur (Min: 80.0 , Max: 80.0 ) ;;Matière fertilisante;
MFSC;9010016;BIODOZ LUZERNE STABILISE;;;Matière fertilisante;
MFSC;1160006;BIO-PROMOTE;;;Matière fertilisante;
MFSC;1130010;BACI-START M4;Bacillus amyloliquefaciens sous espèce plantarum, souche M4 (Min: 1000000000 spores/g, Max: 1000000000 spores/g) ;;Matière fertilisante;
MFSC;1000057;AZOSPEED AMINO;;;Matière fertilisante;
MFSC;1150009;AGROPTIM SUNSET;Matière séche (Min: 11.5 % MB, Max: 11.5 % MB)  | K2O total (Min: 3.5 % MB, Max: 3.5 % MB)  | MgO total (Min: 0.5 % MB, Max: 0.5 % MB)  | Na2O total (Min: 1.4 % MB, Max: 1.4 % MB)  | Bore (B) total (Min: 0.12 % MB, Max: 0.12 % MB)  | Cuivre (Cu) total (Min: 0.02 % MB, Max: 0.02 % MB) ;;Matière fertilisante;
MFSC;1200285;PHYSIOMIX;Oxyde de calcium (CaO) total (Min: 40.0 %, Max: 40.0 %)  | Oxyde de magnésium (MgO) total (Min: 1.0 %, Max: 1.0 %)  | Extraits d'algues et extraits végétaux (Min: 1.5 %, Max: 1.5 %)  | Valeur neutralisante (Min: 41.0 , Max: 41.0 )  | pH (Min: 9.0 , Max: 9.0 ) ;Granulométrie (Min:  , Max:  )  | Mannitol (Min:  , Max:  ) ;Amendement minéral basique;
MFSC;1190699;SVL-195;Matière séche (Min: 33.0 % MB, Max: 33.0 % MB)  | Acides organiques insaturés (Min: 6.0 % MB, Max: 6.0 % MB)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 2.4 % MB, Max: 2.4 % MB)  | Tanins condensés (catéchine) (Min: 3.0 % MB, Max: 3.0 % MB)  | pH (Min: 6.5 , Max: 6.5 ) ;;Matière fertilisante;
MFSC;1180471;HUMIPOWER;Matière séche (Min: 37.0 %, Max: 37.0 %)  | Extrait humique (Min: 16.0 %, Max: 16.0 %)  | Acide humique (Min: 9.0 %, Max: 9.0 %)  | Acides fulviques (Min: 7.0 %, Max: 7.0 %)  | Oxyde de potassium (Min: 4.0 %, Max: 4.0 %)  | pH (Min: 13.5 , Max: 13.5 )  | Densité (Min: 1.13 , Max: 1.13 ) ;;Matière fertilisante;
MFSC;1190377;AGTIV GRANDES CULTURES GRANULAIRES;Glomus intraradices souche Pont rouge (DAOM 181602) (Min: 142.0 spores/g, Max: 142.0 spores/g) ;;Matière fertilisante;
MFSC;1190122;FONGIBACTER;Trichoderma harzianum souche B97 (Min: 1000000.0 UFC/g, Max: 1000000.0 UFC/g)  | Bacillus methylotrophicus B25 (Min: 100000000 UFC/g, Max: 100000000 UFC/g)  | Maltodextrine (Min: 99.6 %, Max: 99.6 %) ;;Préparation bactérienne;
MFSC;1200090;MULTISUC;Matière sèche (Min: 47.7 %, Max: 47.7 %)  | Bore (B) (Min: 8.4 %, Max: 8.4 %)  | Filtrat d'algue Ascophyllum nodosum (GA 142) (Min: 8.8 %, Max: 8.8 %)  | pH (Min: 7.7 , Max: 7.7 ) ;Mannitol (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1190794;VITEOS;Matière séche (Min: 8.2 %, Max: 8.2 %)  | Manganèse (Mn) total (Min: 1.0 %, Max: 1.0 %)  | Zinc (Zn) total (Min: 1.0 %, Max: 1.0 %)  | Carbone organique (C) (Min: 1.0 %, Max: 1.0 %)  | pH (Min: 2.2 , Max: 2.2 ) ;Mannitol (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1200092;VIVAFLOR PLUS;Matière sèche (Min: 33.2 %, Max: 33.2 %)  | Bore (B) (Min: 5.6 %, Max: 5.6 %)  | Molybdène (Mo) (Min: 1.0 %, Max: 1.0 %)  | Filtrat d'algue Ascophyllum nodosum (GA 142) (Min: 25.0 %, Max: 25.0 %)  | pH (Min: 7.7 , Max: 7.7 ) ;Mannitol (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1180804;VEGETAL B60;Azote total (Min: 5.0 % MB, Max: 5.0 % MB)  | Carbone organique (C) (Min: 12.0 % MB, Max: 12.0 % MB)  | Glycine bétaïne (Min: 30.0 % MB, Max: 30.0 % MB) ;;Matière fertilisante;
MFSC;1200561;COREOS;Matière sèche (MS) (Min: 1.1 %, Max: 1.1 %)  | Matière organique (MO) (Min: 0.91 %, Max: 0.91 %)  | Acides aminés totaux (Min: 12.0 %, Max: 12.0 %)  | Extrait d'algues Ascophyllum nodosum (Min: 1.0 %, Max: 1.0 %)  | Extrait d'algue Chlorella vulgaris (Min: 14.3 %, Max: 14.3 %)  | pH (Min: 7.0 , Max: 7.0 ) ;Azote (N) total (Min:  , Max:  )  | Anhydride phosphorique (P2O5) total (Min:  , Max:  )  | Oxyde de potassium (K2O) total (Min:  , Max:  )  | Oxyde de calcium (CaO) total (Min:  , Max:  ) ;Matière fertilisante;
MFSC;6180435;FERTIDIL;Matière séche (Min: 4.0 % MB, Max: 10.0 % MB)  | Potassium (Min: 0.5 % MB, Max: 0.9 % MB)  | Azote total (Min: 0.5 % MB, Max: 0.7 % MB) ;Azote ammoniacal (Min:  , Max:  )  | Azote organique (Min:  , Max:  )  | Phosphore (P2O5) (Min:  , Max:  )  | Cuivre (Cu) (Min:  , Max:  )  | Zinc (Zn) (Min:  , Max:  )  | pH (Min:  , Max:  )  | Matière organique (Min:  , Max:  ) ;Engrais;
MFSC;6180432;FERDISOL;Matière séche (Min: 19.0 % MB, Max: 30.0 % MB)  | Matières organiques (Min: 17.0 % MB, Max: 24.0 % MB)  | Phosphore  (Min: 0.2 % MB, Max: 0.9 % MB)  | Potassium (Min: 0.6 % MB, Max: 1.4 % MB)  | Azote total (Min: 0.5 % MB, Max: 1.1 % MB) ;Azote ammoniacal (Min:  , Max:  )  | Azote organique (Min:  , Max:  )  | Magnésium  (MgO) (Min:  , Max:  )  | Cuivre (Cu) (Min:  , Max:  )  | Zinc (Zn) (Min:  , Max:  )  | pH (Min:  , Max:  )  | C/N (Min:  , Max:  ) ;Amendement organique;
MFSC;1170329;D-MULCH;Matière séche (Min: 90.0 %, Max: 90.0 %)  | Mannose (Min: 5000.0 mg/100 g, Max: 5000.0 mg/100 g)  | Matières organiques (Min: 80.0 %, Max: 80.0 %) ;;Additif agronomique;
MFSC;1000021;RESID HC;;;Matière fertilisante;
MFSC;6150006;FERTIPALM;N ammoniacal (Min: 0.4 % MB, Max: 0.4 % MB)  | N total (Min: 0.5 % MB, Max: 0.5 % MB)  | Matière sèche (Min: 1.5 % MB, Max: 5.0 % MB) ;N organique (Min:  , Max:  )  | P2O5 total (Min:  , Max:  )  | K2O total (Min:  , Max:  )  | Zn (Min:  , Max:  ) ;Engrais organo-minéraux;
MFSC;1200548;MO NUTRITION PLUS;Matière sèche (MS) (Min: 96.0 %, Max: 96.0 %)  | Matières organique (MO) (Min: 25.0 %, Max: 25.0 %)  | Azote (N) total (Min: 5.0 %, Max: 5.0 %)  | Azote organique (Min: 3.5 %, Max: 3.5 %)  | Azote ammoniacal (Min: 1.5 %, Max: 1.5 %)  | Anhydre phosphorique (P2O5) soluble dans les acides minéraux (Min: 5.0 %, Max: 5.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 20.0 %, Max: 20.0 %)  | Oxyde magnésium (MgO) total (Min: 3.0 %, Max: 3.0 %)  | Bacillus amyloliquefaciens souche FZB45 (Min: 1.105 UFC/g, Max: 1.105 UFC/g) ;;Matière fertilisante;
MFSC;1000039;DIGESTAT SECHE;;;Matière fertilisante;
MFSC;9910015;ENTEC N;;;;
MFSC;1190055;VISCOTEC BLUE;Azote (N) total (Min: 9.0 %, Max: 9.0 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 5.0 %, Max: 5.0 %)  | Acide aminé (Min: 45.0 %, Max: 45.0 %)  | pH (Min: 3.8 , Max: 3.8 ) ;;Matière fertilisante;
MFSC;1190424;PEPTON 85/16;Matière séche (Min: 95.0 %, Max: 95.0 %)  | Azote (N) total (Min: 13.0 %, Max: 13.0 %)  | Azote organique (Min: 12.0 %, Max: 12.0 %)  | Acides aminés totaux (Min: 85.0 %, Max: 85.0 %)  | Acides aminés libres (Min: 16.0 %, Max: 16.0 %)  | Fer (Fe) (Min: 0.2 %, Max: 0.2 %) ;;Matière fertilisante | Additif agronomique;
MFSC;1171342;FIXA NS;SO3 soluble eau (Min: 64.0 % MB, Max: 64.0 % MB)  | Soufre élémentaire (S) (Min: 26.0 % MB, Max: 26.0 % MB)  | Matière séche (Min: 60.0 % MB, Max: 60.0 % MB) ;pH (Min:  , Max:  )  | Azote total sous forme ammoniacale (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1100010;GLUCOUMATO BASE L1;Carbone organique (C) (Min: 9.0 %, Max: 9.0 %)  | K2O total (Min: 4.0 %, Max: 4.0 %)  | K2O soluble eau (Min: 2.7 %, Max: 2.7 %)  | C / N (Min: 12.0 %, Max: 12.0 %)  | Carbone (C) des substances humiques (Min: 7.4 %, Max: 7.4 %) ;;Matière fertilisante;
MFSC;1171299;KINACTIV INITIAL;Acides aminés (Min: 6.0 %, Max: 6.0 %)  | Azote total (Min: 3.0 %, Max: 3.0 %)  | Azote organique (Min: 2.0 %, Max: 2.0 %)  | Phosphore (P2O5) soluble dans l'eau (Min: 5.0 %, Max: 5.0 %)  | Potassium (K2O) soluble dans l'eau (Min: 5.0 %, Max: 5.0 %)  | Molybdène (Mo) soluble dans l'eau (Min: 4.0 %, Max: 4.0 %)  | pH (Min: 8.0 , Max: 8.0 ) ;;Matière fertilisante;
MFSC;1171298;KINACTIV ROOT;Acides aminés (Min: 10.5 %, Max: 10.5 %)  | Azote total (Min: 2.7 %, Max: 2.7 %)  | Azote organique (Min: 1.1 %, Max: 1.1 %)  | Oligo-éléments (Min: 5.85 %, Max: 5.85 %)  | pH (Min: 6.4 , Max: 6.4 ) ;;Matière fertilisante;
MFSC;1140005;MLCN 3;Finesse de mouture passant au tamis de 0,16 mm (Min: 80.0 %, Max: 80.0 %) ;;Amendement minéral basique;
MFSC;1180613;SVL-015;Acides organiques insaturés (Min: 19.0 % MB, Max: 19.0 % MB)  | Matière séche (Min: 26.0 % MB, Max: 26.0 % MB)  | pH (Min: 10.5 , Max: 10.5 )  | Oxyde de potassium (K2O)  (Min: 7.9 % MB, Max: 7.9 % MB) ;;Matière fertilisante;
MFSC;1130004;INCA;Matière séche (Min: 31.5 %, Max: 31.5 %)  | N total (Min: 4.56 %, Max: 4.56 %)  | C / N (Min: 0.05 %, Max: 0.05 %)  | Zn total (Min: 1.18 %, Max: 1.18 %)  | Carbone total (C) (Min: 0.25 %, Max: 0.25 %)  | Calcium total (Ca) (Min: 4.82 %, Max: 4.82 %) ;;Matière fertilisante;
MFSC;1190711;REZIST MARAICHAGE RF;Matière séche (Min: 0.15 %, Max: 0.15 %)  | Anhydride sulfurique SO3 (Min: 0.0034 %, Max: 0.0034 %)  | Fer (Fe) total (Min: 0.000022 %, Max: 0.000022 %)  | Zinc (Zn) (Min: 0.000027 %, Max: 0.000027 %)  | Cuivre (Cu) total (Min: 0.0000047 %, Max: 0.0000047 %)  | Manganèse (Mn) total (Min: 0.0000086 %, Max: 0.0000086 %)  | Cobalt (Min: 0.0000025 %, Max: 0.0000025 %)  | Bore (B) total (Min: 0.00034 %, Max: 0.00034 %)  | Molybdène (Mo) (Min: 0.0000030 %, Max: 0.0000030 %)  | Oxyde de magnésium (MgO) (Min: 0.0077 %, Max: 0.0077 %)  | Carbone organique (C) (Min: 0.06 %, Max: 0.06 %)  | pH (Min: 2.7 , Max: 2.7 ) ;Silice (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1190900;GENEA 2;Azote (N) total (Min: 4.0 %, Max: 4.0 %)  | Anhydride phosphorique (Min: 6.0 %, Max: 6.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 9.0 %, Max: 9.0 %)  | Bore (B) (Min: 1.0 %, Max: 1.0 %)  | pH (Min: 11.5 , Max: 11.5 )  | Extrait d'algues Ascophyllum nodosum (Min: 30.0 %, Max: 30.0 %) ;Dioxyde de silicium (SiO2) (Min:  , Max:  )  | Mannitol (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1200545;GENAKTIS 1;Azote (N) total (Min: 9.0 %, Max: 9.0 %)  | Anhydride phosphorique (P2O5) soluble dans l'eau (Min: 5.0 %, Max: 5.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 7.0 %, Max: 7.0 %)  | Bore (B) soluble dans l'eau (Min: 0.01 %, Max: 0.01 %)  | Cuivre (Cu) soluble dans l'eau chélaté par EDTA (Min: 0.0020 %, Max: 0.0020 %)  | Molybdène (Mo) soluble dans l'eau (Min: 0.0010 %, Max: 0.0010 %)  | Fer (Fe) total (Min: 0.02 %, Max: 0.02 %)  | Extrait d'algues (Min: 30.0 %, Max: 30.0 %)  | pH (Min: 12.0 , Max: 12.0 ) ;Dioxyde de silicium (SiO2) (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1190702;PHYSALG 10-15 + 5MgO;Anhydride phosphorique (P2O5) soluble dans les acides minéraux (Min: 10.0 %, Max: 10.0 %)  | Anhydride phosphorique (P2O5) soluble dans l'acide formique à 2% (Min: 5.5 %, Max: 5.5 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 15.0 %, Max: 15.0 %)  | Oxyde de calcium (CaO) total (Min: 25.5 %, Max: 25.5 %)  | Oxyde de magnésium total (MgO) (Min: 5.0 %, Max: 5.0 %)  | Valeur neutralisante (Min: 26.0 , Max: 26.0 )  | pH (Min: 10.7 , Max: 10.7 )  | Extraits d'algues et extraits végétaux (Min: 1.0 %, Max: 1.0 %) ;Mannitol (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1200022;FERTILEADER PRIMO;Azote (N) total (Min: 9.0 %, Max: 9.0 %)  | Oxyde de magnésium (MgO) (Min: 10.0 %, Max: 10.0 %)  | pH (Min: 4.5 , Max: 4.5 )  | Extraits d'algues et extraits végétaux (Min: 4.0 %, Max: 4.0 %) ;Activité cytokinique (Min:  , Max:  )  | Glycine bétaïne (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1120001;SHB;Matière séche (Min: 10.0 % MB, Max: 10.0 % MB)  | Extraits ligno-cellulosiques SHB (Min: 3.0 % MB, Max: 3.0 % MB)  | Carbone organique (C) (Min: 0.8 % MB, Max: 0.8 % MB)  | pH (Min: 14.0 , Max: 14.0 ) ;;Matière fertilisante | Additif agronomique;
MFSC;1170614;PROTIFERT LMW 10;Matière séche (Min: 64.0 %, Max: 64.0 %)  | Azote organique (Min: 10.0 %, Max: 10.0 %)  | Azote total (Min: 11.3 %, Max: 11.3 %)  | Azote ammoniacal (Min: 1.3 %, Max: 1.3 %)  | Matières organiques (Min: 62.5 %, Max: 62.5 %)  | Acides aminés totaux (Min: 62.5 %, Max: 62.5 %)  | Acides aminés libres (Min: 10.0 %, Max: 10.0 %)  | Glycine (Min: 15.4 %, Max: 15.4 %)  | Proline (Min: 9.6 %, Max: 9.6 %)  | Hydroxyproline (Min: 5.7 %, Max: 5.7 %) ;;Matière fertilisante;
MFSC;1180833;FERTILPEI;Matière séche (Min: 91.21 % MB, Max: 91.21 % MB)  | Matières organiques (Min: 56.0 % MB, Max: 56.0 % MB)  | Azote total (Min: 4.6 % MB, Max: 4.6 % MB)  | Azote organique (Min: 4.12 % MB, Max: 4.12 % MB)  | Anhydre phosphorique (P2O5) total (Min: 5.3 % MB, Max: 5.3 % MB)  | pH (Min: 12.0 , Max: 12.0 ) ;Oxyde de calcium (CaO) total + état de combinaison (Min:  , Max:  )  | Oxyde de magnésium (MgO) total (Min:  , Max:  )  | Cuivre (Cu) (Min:  , Max:  )  | Fer (Fe) (Min:  , Max:  )  | Zinc (Zn) (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1010010;POLYTER;Eau distillée (Min: 300.0 g/mL, Max: 300.0 g/mL)  | Solution Ca (NO3)2 (Min: 2.0 g/L, Max: 2.0 g/L)  | Granulométrie passant entre les tamis de 0.031et 1 mm (Min: 94.0 %, Max: 94.0 %) ;;Rétenteur d'eau;
MFSC;1171304;FERTILEADER 2M;Oxyde de magnésium (MgO) (Min: 2.0 %, Max: 2.0 %)  | Manganèse (Mn) (Min: 11.7 %, Max: 11.7 %)  | pH (Min: 1.0 , Max: 1.0 ) ;;Matière fertilisante;
MFSC;1170615;PERFECTOSE;Matière séche (Min: 52.0 %, Max: 52.0 %)  | Matières organiques (Min: 48.1 %, Max: 48.1 %)  | Azote total (Min: 6.6 %, Max: 6.6 %)  | Azote organique (Min: 3.0 %, Max: 3.0 %)  | Azote ammoniacal (Min: 3.6 %, Max: 3.6 %)  | Acides aminés libres (Min: 10.5 %, Max: 10.5 %)  | Acides aminés totaux (Min: 15.9 %, Max: 15.9 %)  | pH (Min: 6.2 , Max: 6.2 ) ;;Matière fertilisante;
